symbol,company_name,isin_number,series,market_type
UNIENTER,Uniphos Enterprises Limited,INE037A01022,EQ,NSE
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011,BE,NSE
UNIMECH,Unimech Aerospace and Manufacturing Limited,INE0U3I01011,BE,NSE
UNIONBANK,Union Bank of India,INE692A01016,EQ,NSE
UNIPARTS,Uniparts India Limited,INE244O01017,EQ,NSE
UNITDSPR,United Spirits Limited,INE854D01024,EQ,NSE
UNITECH,Unitech Limited,INE694A01020,BZ,NSE
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01029,EQ,NSE
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,INE458F01011,EQ,NSE
UNIVASTU,Univastu India Limited,INE562X01013,EQ,NSE
UNIVCABLES,Universal Cables Limited,INE279A01012,EQ,NSE
UNIVPHOTO,Universus Photo Imagings Limited,INE03V001013,BE,NSE
UNOMINDA,UNO Minda Limited,INE405E01023,EQ,NSE
UPL,UPL Limited,INE628A01036,EQ,NSE
URAVIDEF,Uravi Defence and Technology Limited,INE568Z01015,BE,NSE
URJA,Urja Global Limited,INE550C01020,EQ,NSE
USHAMART,Usha Martin Limited,INE228A01035,EQ,NSE
USK,Udayshivakumar Infra Limited,INE0N0Y01013,EQ,NSE
UTIAMC,UTI Asset Management Company Limited,INE094J01016,EQ,NSE
UTKARSHBNK,Utkarsh Small Finance Bank Limited,INE735W01017,EQ,NSE
UTTAMSUGAR,Uttam Sugar Mills Limited,INE786F01031,EQ,NSE
UYFINCORP,U. Y. Fincorp Limited,INE152C01025,EQ,NSE
V2RETAIL,V2 Retail Limited,INE945H01013,EQ,NSE
VADILALIND,Vadilal Industries Limited,INE694D01016,EQ,NSE
VAIBHAVGBL,Vaibhav Global Limited,INE884A01027,EQ,NSE
VAISHALI,Vaishali Pharma Limited,INE972X01022,EQ,NSE
VAKRANGEE,Vakrangee Limited,INE051B01021,BE,NSE
VALIANTLAB,Valiant Laboratories Limited,INE0JWS01017,EQ,NSE
VALIANTORG,Valiant Organics Limited,INE565V01010,BE,NSE
VARDHACRLC,Vardhman Acrylics Limited,INE116G01013,EQ,NSE
VARDMNPOLY,Vardhman Polytex Limited,INE835A01029,EQ,NSE
VARROC,Varroc Engineering Limited,INE665L01035,EQ,NSE
VASCONEQ,Vascon Engineers Limited,INE893I01013,EQ,NSE
VASWANI,Vaswani Industries Limited,INE590L01019,BE,NSE
VBL,Varun Beverages Limited,INE200M01039,EQ,NSE
VCL,Vaxtex Cotfab Limited,INE098201036,BE,NSE
VEDL,Vedanta Limited,INE205A01025,EQ,NSE
VEEDOL,Veedol Corporation Limited,INE484C01030,EQ,NSE
VENKEYS,Venky's (India) Limited,INE398A01010,EQ,NSE
VENTIVE,Ventive Hospitality Limited,INE781S01027,EQ,NSE
VENUSPIPES,Venus Pipes & Tubes Limited,INE0JA001018,EQ,NSE
VENUSREM,Venus Remedies Limited,INE411B01019,BE,NSE
VERANDA,Veranda Learning Solutions Limited,INE0IQ001011,EQ,NSE
VERTOZ,Vertoz Limited,INE188Y01031,EQ,NSE
VESUVIUS,Vesuvius India Limited,INE386A01023,EQ,NSE
VETO,Veto Switchgears And Cables Limited,INE918N01018,EQ,NSE
VGUARD,V-Guard Industries Limited,INE951I01027,EQ,NSE
VHL,Vardhman Holdings Limited,INE701A01023,EQ,NSE
VHLTD,Viceroy Hotels Limited,INE048C01025,BE,NSE
VIDHIING,Vidhi Specialty Food Ingredients Limited,INE632C01026,EQ,NSE
VIJAYA,Vijaya Diagnostic Centre Limited,INE043W01024,EQ,NSE
VIJIFIN,Viji Finance Limited,INE159N01027,EQ,NSE
VIKASECO,Vikas EcoTech Limited,INE806A01020,EQ,NSE
VIKASLIFE,Vikas Lifecare Limited,INE161L01027,EQ,NSE
VIMTALABS,Vimta Labs Limited,INE579C01029,EQ,NSE
VINATIORGA,Vinati Organics Limited,INE410B01037,EQ,NSE
VINCOFE,Vintage Coffee And Beverages Limited,INE498Q01014,EQ,NSE
VINDHYATEL,Vindhya Telelinks Limited,INE707A01012,EQ,NSE
VINEETLAB,Vineet Laboratories Limited,INE505Y01010,BE,NSE
VINNY,Vinny Overseas Limited,INE01KI01027,BE,NSE
VINYLINDIA,Vinyl Chemicals (India) Limited,INE250B01029,BE,NSE
VIPCLOTHNG,VIP Clothing Limited,INE450G01024,EQ,NSE
VIPIND,VIP Industries Limited,INE054A01027,EQ,NSE
VIPULLTD,Vipul Limited,INE946H01037,BE,NSE
VIRINCHI,Virinchi Limited,INE539B01017,EQ,NSE
VISAKAIND,Visaka Industries Limited,INE392A01021,BE,NSE
VISASTEEL,Visa Steel Limited,INE286H01012,BE,NSE
VISHNU,Vishnu Chemicals Limited,INE270I01022,EQ,NSE
VISHWARAJ,Vishwaraj Sugar Industries Limited,INE430N01022,EQ,NSE
VIVIDHA,Visagar Polytex Limited,INE370E01029,EQ,NSE
VLEGOV,VL E-Governance & IT Solutions Limited,INE03HW01020,BE,NSE
VLSFINANCE,VLS Finance Limited,INE709A01018,EQ,NSE
VMART,V-Mart Retail Limited,INE665J01013,EQ,NSE
VMM,Vishal Mega Mart Limited,INE01EA01019,EQ,NSE
VOLTAMP,Voltamp Transformers Limited,INE540H01012,EQ,NSE
VOLTAS,Voltas Limited,INE226A01021,EQ,NSE
VPRPL,Vishnu Prakash R Punglia Limited,INE0AE001013,EQ,NSE
VRAJ,Vraj Iron and Steel Limited,INE0S2V01010,EQ,NSE
VRLLOG,VRL Logistics Limited,INE366I01010,EQ,NSE
VSSL,Vardhman Special Steels Limited,INE050M01012,EQ,NSE
VSTIND,VST Industries Limited,INE710A01016,EQ,NSE
VSTL,Vibhor Steel Tubes Limited,INE0QTF01015,EQ,NSE
VSTTILLERS,V.S.T Tillers Tractors Limited,INE764D01017,EQ,NSE
VTL,Vardhman Textiles Limited,INE825A01020,EQ,NSE
WAAREEENER,Waaree Energies Limited,INE377N01017,EQ,NSE
WAAREERTL,Waaree Renewable Technologies Limited,INE299N01021,EQ,NSE
WABAG,VA Tech Wabag Limited,INE956G01038,EQ,NSE
WALCHANNAG,Walchandnagar Industries Limited,INE711A01022,BE,NSE
WANBURY,Wanbury Limited,INE107F01022,BE,NSE
WCIL,Western Carriers (India) Limited,INE0CJF01024,EQ,NSE
WEALTH,Wealth First Portfolio Managers Limited,INE658T01017,EQ,NSE
WEBELSOLAR,Websol Energy System Limited,INE855C01015,EQ,NSE
WEIZMANIND,Weizmann Limited,INE080A01014,EQ,NSE
WEL,Wonder Electricals Limited,INE02WG01024,EQ,NSE
WELCORP,Welspun Corp Limited,INE191B01025,EQ,NSE
WELENT,Welspun Enterprises Limited,INE625G01013,EQ,NSE
WELINV,Welspun Investments and Commercials Limited,INE389K01018,BE,NSE
WELSPUNLIV,Welspun Living Limited,INE192B01031,EQ,NSE
WENDT,Wendt (India) Limited,INE274C01019,EQ,NSE
WESTLIFE,WESTLIFE FOODWORLD LIMITED,INE274F01020,EQ,NSE
WEWIN,WE WIN LIMITED,INE082W01014,EQ,NSE
WHEELS,Wheels India Limited,INE715A01015,EQ,NSE
WHIRLPOOL,Whirlpool of India Limited,INE716A01013,EQ,NSE
WILLAMAGOR,Williamson Magor & Company Limited,INE210A01017,EQ,NSE
WINDLAS,Windlas Biotech Limited,INE0H5O01029,EQ,NSE
WINDMACHIN,Windsor Machines Limited,INE052A01021,EQ,NSE
WINSOME,Winsome Yarns Limited,INE784B01035,BZ,NSE
WIPL,The Western India Plywoods Limited,INE215F01023,EQ,NSE
WIPRO,Wipro Limited,INE075A01022,EQ,NSE
WOCKPHARMA,Wockhardt Limited,INE049B01025,EQ,NSE
WONDERLA,Wonderla Holidays Limited,INE066O01014,EQ,NSE
WORTH,Worth Peripherals Limited,INE196Y01018,EQ,NSE
WSI,W S Industries (I) Limited,INE100D01014,BE,NSE
WSTCSTPAPR,West Coast Paper Mills Limited,INE976A01021,EQ,NSE
XCHANGING,Xchanging Solutions Limited,INE692G01013,EQ,NSE
XELPMOC,Xelpmoc Design And Tech Limited,INE01P501012,EQ,NSE
XPROINDIA,Xpro India Limited,INE445C01015,EQ,NSE
XTGLOBAL,Xtglobal Infotech Limited,INE547B01028,EQ,NSE
YAARI,Yaari Digital Integrated Services Limited,INE126M01010,BE,NSE
YASHO,Yasho Industries Limited,INE616Z01012,EQ,NSE
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,INE0JO301016,EQ,NSE
YATRA,Yatra Online Limited,INE0JR601024,EQ,NSE
YESBANK,Yes Bank Limited,INE528G01035,EQ,NSE
YUKEN,Yuken India Limited,INE384C01016,EQ,NSE
ZAGGLE,Zaggle Prepaid Ocean Services Limited,INE07K301024,EQ,NSE
ZEEL,Zee Entertainment Enterprises Limited,INE256A01028,EQ,NSE
ZEELEARN,Zee Learn Limited,INE565L01011,BE,NSE
ZEEMEDIA,Zee Media Corporation Limited,INE966H01019,EQ,NSE
ZENITHEXPO,Zenith Exports Limited,INE058B01018,EQ,NSE
ZENITHSTL,Zenith Steel Pipes & Industries Limited,INE318D01020,BE,NSE
ZENSARTECH,Zensar Technologies Limited,INE520A01027,EQ,NSE
ZENTEC,Zen Technologies Limited,INE251B01027,EQ,NSE
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,INE342J01019,EQ,NSE
ZIMLAB,Zim Laboratories Limited,INE518E01015,EQ,NSE
ZODIAC,Zodiac Energy Limited,INE761Y01019,BE,NSE
ZODIACLOTH,Zodiac Clothing Company Limited,INE206B01013,EQ,NSE
ZOTA,Zota Health Care LImited,INE358U01012,EQ,NSE
ZUARI,Zuari Agro Chemicals Limited,INE840M01016,EQ,NSE
ZUARIIND,ZUARI INDUSTRIES LIMITED,INE217A01012,EQ,NSE
ZYDUSLIFE,Zydus Lifesciences Limited,INE010B01027,EQ,NSE
ZYDUSWELL,Zydus Wellness Limited,INE768C01010,EQ,NSE
SMARTEN,Smarten Power Systems Limited,INE14GK01016,ST,SME
WHITEFORCE,Happy Square Outsourcing Services Limited,INE0TLP01015,ST,SME
ETL,Emkay Tools Limited,INE0PXC01024,ST,SME
SILKY,Silky Overseas Limited,INE0SN801015,ST,SME
CEDAAR,Cedaar Textile Limited,INE11J101017,ST,SME
PUSHPA,Pushpa Jewellers Limited,INE154801018,ST,SME
PROFX,Pro FX Tech Limited,INE0VJT01017,SM,SME
MMEL,Moving Media Entertainment Limited,INE0XM301010,SM,SME
RTL,Rama Telecom Limited,INE14W901010,SM,SME
SUNTECH,Suntech Infra Solutions Limited,INE0SGZ01016,SM,SME
SHKSIL,Shri Hare-Krishna Sponge Iron Limited,INE0NON01025,SM,SME
AAKAAR,Aakaar Medical Technologies Limited,INE1GYP01013,SM,SME
MAYASHEEL,Mayasheel Ventures Limited,INE0ZTO01018,SM,SME
SAFEENTP,Safe Enterprises Retail Fixtures Limited,INE17D601016,SM,SME
INFLUX,Influx Healthtech Limited,INE0MYZ01012,SM,SME
EEPL,Eppeltone Engineers Limited,INE11HF01010,SM,SME
PATILAUTOM,Patil Automation Limited,INE17GV01016,SM,SME
SAMAY,Samay Project Services Limited,INE124101010,SM,SME
MONOLITH,Monolithisch India Limited,INE1DV401010,ST,SME
JAINIK,Jainik Power Cables Limited,INE0XIL01012,SM,SME
SACHEEROME,Sacheerome Limited,INE1ARD01016,SM,SME
GANGABATH,Ganga Bath Fittings Limited,INE0ZI101018,ST,SME
NEPTUNE,Neptune Petrochemicals Limited,INE156901014,SM,SME
NRVANDANA,N R Vandana Tex Industries Limited,INE104101014,SM,SME
NIKITA,Nikita Papers Limited,INE0FLF01015,SM,SME
BLUEWATER,Blue Water Logistics Limited,INE0X3M01010,SM,SME
DCCL,Dar Credit & Capital Limited,INE04Q901010,SM,SME
ACCPL,Accretion Pharmaceuticals Limited,INE0T8T01010,SM,SME
INTEGRITY,Integrity Infrabuild Developers Limited,INE0YSH01017,SM,SME
VGINFOTECH,Virtual Galaxy Infotech Limited,INE0VRH01015,SM,SME
ARUNAYA,Arunaya Organics Limited,INE0TTG01017,ST,SME
IWARE,Iware Supplychain Services Limited,INE1AII01014,SM,SME
TANKUP,Tankup Engineers Limited,INE0Z7N01017,ST,SME
ATCENERGY,ATC Energies System Limited,INE0V0Q01019,SM,SME
SHRIAHIMSA,Shri Ahimsa Naturals Limited,INE0DM401012,SM,SME
ACTIVEINFR,Active Infrastructures Limited,INE0KLO01025,SM,SME
RAPIDFLEET,Rapid Fleet Management Services Limited,INE0QX901013,SM,SME
GCHOTELS,Grand Continent Hotels Limited,INE12E301017,ST,SME
DIVINEHIRA,Divine Hira Jewellers Limited,INE0NA501011,ST,SME
BALAJIPHOS,Balaji Phosphates Limited,INE0PQ601019,ST,SME
HPTL,HP Telecom India Limited,INE0VA601019,ST,SME
ROYALARC,Royal Arc Electrodes Limited,INE0EO401019,ST,SME
TEJASCARGO,Tejas Cargo India Limited,INE17WC01013,SM,SME
PSRAJ,P S Raj Steels Limited,INE0XUS01012,SM,SME
VOLERCAR,Voler Car Limited,INE241X01014,SM,SME
MAXVOLT,Maxvolt Energy Industries Limited,INE10A501018,ST,SME
CHANDAN,Chandan Healthcare Limited,INE0B2N01016,SM,SME
ELGNZ,Eleganz Interiors Limited,INE0R9101015,SM,SME
READYMIX,Readymix Construction Machinery Limited,INE10QL01011,ST,SME
KEN,Ken Enterprises Limited,INE15DO01012,ST,SME
CHAMUNDA,Chamunda Electrical Limited,INE11HG01018,ST,SME
REXPRO,Rexpro Enterprises Limited,INE113601012,SM,SME
EMAPARTNER,EMA Partners India Limited,INE0ZOL01023,SM,SME
KKJEWELS,Kabra Jewels Limited,INE0XOW01017,SM,SME
BARFLEX,Barflex Polyfilms Limited,INE0QX401014,ST,SME
SATKARTAR,Sat Kartar Shopping Limited,INE0NB801022,ST,SME
DELTIC,Delta Autocorp Limited,INE0XRN01019,ST,SME
ANYA,Anya Polytech & Fertilizers Limited,INE0SI601032,SM,SME
NMSTEEL,Newmalayalam Steel Limited,INE0TP801012,ST,SME
IDENTICAL,Identical Brains Studios Limited,INE0TD101011,SM,SME
PURPLEUTED,Purple United Sales Limited,INE0P5R01014,ST,SME
SFML,Supreme Facility Management Limited,INE0U6N01014,SM,SME
DHANLAXMI,Dhanlaxmi Crop Science Limited,INE0V9V01010,SM,SME
ETML,Emerald Tyre Manufacturers Limited,INE0RHD01013,SM,SME
GANESHIN,Ganesh Infraworld Limited,INE0TVT01024,ST,SME
AGARWALTUF,Agarwal Toughened Glass India Limited,INE0P8X01016,ST,SME
APEXECO,Apex Ecotech Limited,INE0T4V01015,SM,SME
ABHAPOWER,Abha Power and Steel Limited,INE0UYG01015,SM,SME
RAJPUTANA,Rajputana Biodiesel Limited,INE0VHU01019,SM,SME
C2C,C2C Advanced Systems Limited,INE0U7V01015,ST,SME
ITTL,Innovative Tyres & Tubes Limited,INE070Y01023,ST,SME
LAMOSAIC,Lamosaic India Limited,INE0R0201012,ST,SME
ONYX,Onyx Biotec Limited,INE0WVU01018,SM,SME
NEELAM,Neelam Linens and Garments (India) Limited,INE0N1401016,ST,SME
USHAFIN,Usha Financial Services Limited,INE0LS001014,SM,SME
UHTL,United Heat Transfer Limited,INE0SMR01011,SM,SME
OBSCP,OBSC Perfection Limited,INE0YHV01011,ST,SME
DANISH,Danish Power Limited,INE0YU901016,SM,SME
PREMIUM,Premium Plast Limited,INE0M1F01011,SM,SME
FRESHARA,Freshara Agro Exports Limited,INE0SFW01015,SM,SME
LAKSHYA,Lakshya Powertech Limited,INE0VZS01015,SM,SME
PRANIK,Pranik Logistics Limited,INE0VJG01014,SM,SME
PARAMOUNT,Paramount Dye Tec Limited,INE0TG801013,ST,SME
SAJHOTELS,Saj Hotels Limited,INE00MT01022,SM,SME
HVAX,HVAX Technologies Limited,INE0TO501019,ST,SME
FORGEAUTO,Forge Auto International Limited,INE0YKW01013,ST,SME
DIVYADHAN,Divyadhan Recycling Industries Limited,INE0QYI01019,ST,SME
SAHASRA,Sahasra Electronic Solutions Limited,INE0RBQ01018,ST,SME
THESL,Thinking Hats Entertainment Solutions Limited,INE0SHE01019,SM,SME
UNILEX,Unilex Colours and Chemicals Limited,INE0B2801011,SM,SME
TECHERA,TechEra Engineering (India) Limited,INE0JQS01019,ST,SME
WOL3D,Wol 3D India Limited,INE0OO201011,SM,SME
RAPPID,Rappid Valves (India) Limited,INE0MVO01012,SM,SME
SDREAMS,S D Retail Limited,INE0X6F01017,SM,SME
PHOGLOBAL,Phoenix Overseas Limited,INE0FPO01018,ST,SME
BIKEWO,Bikewo Green Tech Limited,INE0SQH01013,ST,SME
AVIANSH,Avi Ansh Textile Limited,INE0TFB01017,SM,SME
KALANA,Kalana Ispat Limited,INE0T0L01014,SM,SME
PSFL,Paramount Speciality Forgings Limited,INE0Q6001012,SM,SME
OSELDEVICE,Osel Devices Limited,INE0RMF01018,SM,SME
PELATRO,Pelatro Limited,INE0VG601013,SM,SME
DECCANTRAN,Deccan Transcon Leasing Limited,INE0S7C01019,SM,SME
ENVIRO,Envirotech Systems Limited,INE0SUH01015,SM,SME
EXCELLENT,Excellent Wires and Packaging Limited,INE0Y4801011,SM,SME
INNOMET,Innomet Advanced Materials Limited,INE0S1D01010,ST,SME
SPPPOLY,SPP Polymer Limited,INE0QR801013,SM,SME
SHUBHSHREE,Shubhshree Biofuels Energy Limited,INE0UL701015,SM,SME
AUSL,Aditya Ultra Steel Limited,INE01YQ01013,SM,SME
GAJANAND,Gajanand International Limited,INE0QTE01018,SM,SME
VIESL,Vision Infra Equipment Solutions Limited,INE0TR001017,SM,SME
MYMUDRA,My Mudra Fincorp Limited,INE0RVQ01016,SM,SME
NAMOEWASTE,Namo eWaste Management Limited,INE08NZ01012,SM,SME
JEYYAM,Jeyyam Global Foods Limited,INE0RXB01022,SM,SME
BOSS,Boss Packaging Solutions Limited,INE0QNI01012,SM,SME
AERON,Aeron Composite Limited,INE0WL801011,SM,SME
PARAMATRIX,Paramatrix Technologies Limited,INE0S2W01018,SM,SME
IPHL,Indian Phosphate Limited,INE0DHF01018,ST,SME
VDEAL,Vdeal System Limited,INE0U2M01015,ST,SME
JAYBEE,Jay Bee Laminations Limited,INE0SMY01017,SM,SME
QVCEL,QVC Exports Limited,INE0KZF01015,ST,SME
IDEALTECHO,Ideal Technoplast Industries Limited,INE0T9I01011,SM,SME
FORCAS,Forcas Studio Limited,INE0U2501017,ST,SME
BRACEPORT,Brace Port Logistics Limited,INE0R4Z01018,SM,SME
BALCO,Solve Plastic Products Limited,INE0U0201016,SM,SME
POSITRON,Positron Energy Limited,INE0S3H01017,ST,SME
SUNLITE,Sunlite Recycling Industries Limited,INE0U2N01013,ST,SME
AESTHETIK,Aesthetik Engineers Limited,INE0TSF01011,ST,SME
PPSL,Picturepost Studios Limited,INE0YAL01017,ST,SME
DHARIWAL,Dhariwalcorp Limited,INE0YRN01017,ST,SME
UTSSAV,Utssav CZ Gold Jewels Limited,INE06IJ01010,ST,SME
BULKCORP,Bulkcorp International Limited,INE0SZ301012,SM,SME
ASHALOG,Ashapura Logistics Limited,INE0LAA01017,SM,SME
RAJINDLTD,Rajputana Industries Limited,INE0PCU01012,SM,SME
SSEGL,Sathlokhar Synergys E&C Global Limited,INE0RFP01011,SM,SME
SATECH,S A Tech Software India Limited,INE0BSN01013,ST,SME
ESPRIT,Esprit Stones Limited,INE0SBP01018,SM,SME
TROM,Trom Industries Limited,INE0SYV01018,ST,SME
APRAMEYA,Aprameya Engineering Limited,INE0LQG01010,ST,SME
CHETANA,Chetana Education Limited,INE0U1T01012,SM,SME
MIEL,Manglam Infra & Engineering Limited,INE0R3101011,ST,SME
VLINFRA,V.L.Infraprojects Limited,INE0QXL01015,SM,SME
RNFI,RNFI Services Limited,INE0SA001017,SM,SME
MACOBSTECH,Macobs Technologies Limited,INE0R0J01010,SM,SME
KATARIA,Kataria Industries Limited,INE0SVY01018,SM,SME
TUNWAL,Tunwal E-Motors Limited,INE0OXV01027,SM,SME
SATIPOLY,Sati Poly Plast Limited,INE0RPM01017,ST,SME
PRIZOR,Prizor Viztech Limited,INE0V9N01017,ST,SME
SAHAJSOLAR,Sahaj Solar Limited,INE0P4701011,ST,SME
EFFWA,Effwa Infra & Research Limited,INE0U9101019,ST,SME
GGBL,Ganesh Green Bharat Limited,INE0R8C01018,SM,SME
AMBEY,Ambey Laboratories Limited,INE0M3I01029,SM,SME
NEPHROCARE,Nephro Care India Limited,INE0SUN01013,SM,SME
DTL,Diensten Tech Limited,INE0JRD01019,SM,SME
AKIKO,Akiko Global Services Limited,INE0PMR01017,SM,SME
DPEL,Divine Power Energy Limited,INE0SCO01019,ST,SME
PCCL,Petro Carbon and Chemicals Limited,INE998U01015,SM,SME
SYLVANPLY,Sylvan Plyboard (India) Limited,INE01IH01015,SM,SME
SPCL,Shivalic Power Control Limited,INE0T7B01010,ST,SME
MASON,Mason Infratech Limited,INE0SH001010,ST,SME
VISAMAN,Visaman Global Sales Limited,INE0BHK01012,ST,SME
MEDIORG,Medicamen Organics Limited,INE0PE401018,ST,SME
WINNY,Winny Immigration & Education Services Limited,INE0S9101013,SM,SME
FALCONTECH,Falcon Technoprojects India Limited,INE0PQK01013,ST,SME
DURLAX,Durlax Top Surface Limited,INE0OUW01013,SM,SME
GPECO,GP Eco Solutions India Limited,INE0S7E01015,ST,SME
TBI,TBI Corn Limited,INE0N2D01013,ST,SME
AIMTRON,Aimtron Electronics Limited,INE0RUV01018,SM,SME
ZTECH,Z-Tech (India) Limited,INE0ISZ01012,ST,SME
BEACON,Beacon Trusteeship Limited,INE639X01027,SM,SME
VILAS,Vilas Transcore Limited,INE0AZY01017,ST,SME
GSMFOILS,GSM Foils Limited,INE0SQY01018,ST,SME
RULKA,Rulka Electricals Limited,INE0R7301013,ST,SME
HOACFOODS,Hoac Foods India Limited,INE0S6S01017,ST,SME
QUESTLAB,Quest Laboratories Limited,INE0TNW01017,SM,SME
IEML,Indian Emulsifiers Limited,INE0RRU01016,ST,SME
ABSMARINE,ABS Marine Services Limited,INE0QRV01016,ST,SME
VERITAAS,Veritaas Advertising Limited,INE0SRI01019,SM,SME
MANDEEP,Mandeep Auto Industries Limited,INE0R3T01013,ST,SME
PRLIND,Premier Roadlines Limited,INE0CFG01012,SM,SME
EMMIL,Energy Mission Machineries (India) Limited,INE0S1L01013,SM,SME
SILKFLEX,Silkflex Polymers (India) Limited,INE0STN01015,ST,SME
REFRACTORY,Refractory Shapes Limited,INE0TNX01015,ST,SME
WINSOL,Winsol Engineers Limited,INE0S3D01016,ST,SME
SLONE,Slone Infosystems Limited,INE0SMA01017,SM,SME
RBS,Ramdevbaba Solvent Limited,INE0RJH01010,SM,SME
BIRDYS,Grill Splendour Services Limited,INE0PC901019,SM,SME
TGL,Teerth Gopicon Limited,INE0K6601012,ST,SME
DCG,DCG Cables & Wires Limited,INE0S8401018,SM,SME
DRSCARGO,DRS Cargo Movers Limited,INE0QZM01018,ST,SME
CGRAPHICS,Creative Graphics Solutions India Limited,INE0R7401011,SM,SME
ALUWIND,ALUWIND INFRA-TECH LIMITED,INE0STM01017,ST,SME
K2INFRA,K2 Infragen Limited,INE0DEZ01013,ST,SME
YASHOPTICS,Yash Optics & Lens Limited,INE0TO601017,SM,SME
TAC,TAC Infosec Limited,INE0SOY01013,SM,SME
RADIOWALLA,Radiowalla Network Limited,INE430U01019,SM,SME
TRUST,Trust Fintech Limited,INE0SWN01019,ST,SME
BLUEPEBBLE,Blue Pebble Limited,INE0SAK01011,SM,SME
ASPIRE,Aspire & Innovative Advertising Limited,INE0S7801010,ST,SME
NAMAN,Naman In-Store (India) Limited,INE0RJM01010,ST,SME
VISHWAS,Vishwas Agri Seeds Limited,INE0S2E01016,SM,SME
ENFUSE,Enfuse Solutions Limited,INE0S3X01014,SM,SME
ENSER,Enser Communications Limited,INE0R9I01021,ST,SME
AVPINFRA,AVP Infracon Limited,INE0R9401019,SM,SME
SIGNORIA,Signoria Creation Limited,INE0RDE01010,ST,SME
PRATHAM,Pratham EPC Projects Limited,INE0QA601016,SM,SME
SHREEKARNI,Shree Karni Fabcom Limited,INE0S4Y01010,SM,SME
SONAMAC,Sona Machinery Limited,INE0Q6H01012,SM,SME
VR,V R Infraspace Limited,INE0QQM01017,SM,SME
MVKAGRO,M.V.K. Agro Food Product Limited,INE0SGC01015,ST,SME
PURVFLEXI,Purv Flexipack Limited,INE0R6C01012,ST,SME
OWAIS,Owais Metal And Mineral Processing Limited,INE0R8M01017,ST,SME
SADHAV,Sadhav Shipping Limited,INE0K5H01010,ST,SME
ZENITHDRUG,Zenith Drugs Limited,INE0QWN01013,SM,SME
DEEM,Deem Roll Tech Limited,INE586O01011,SM,SME
INM,Interiors & More Limited,INE0OPC01015,ST,SME
ESCONET,Esconet Technologies Limited,INE0RQZ01017,ST,SME
TCL,Thaai Casting Limited,INE0QJL01014,SM,SME
ATMASTCO,Atmastco Limited,INE05DH01017,SM,SME
WTICAB,Wise Travel India Limited,INE623Y01011,SM,SME
POLYSIL,Polysil Irrigation Systems Limited,INE517M01028,ST,SME
ALPEXSOLAR,Alpex Solar Limited,INE0R4701017,SM,SME
ITALIANE,Italian Edibles Limited,INE0R7R01018,SM,SME
BAWEJA,Baweja Studios Limited,INE0JFJ01011,SM,SME
MEGATHERM,Megatherm Induction Limited,INE531R01010,SM,SME
FONEBOX,Fonebox Retail Limited,INE0Q4701019,SM,SME
DHTL,Docmode Health Technologies Limited,INE0OGG01015,ST,SME
DELAPLEX,Delaplex Limited,INE0SK801018,SM,SME
LAWSIKHO,Addictive Learning Technology Limited,INE0RDH01021,ST,SME
KONSTELEC,Konstelec Engineers Limited,INE0QEI01011,ST,SME
MAXPOSURE,Maxposure Limited,INE0ECC01022,SM,SME
APS,Australian Premium Solar (India) Limited,INE0P0001010,ST,SME
IBLFL,IBL Finance Limited,INE0O7401018,SM,SME
KLL,Kaushalya Logistics Limited,INE0Q2V01012,SM,SME
KCEIL,Kay Cee Energy & Infra Limited,INE0RCG01017,ST,SME
AKANKSHA,Akanksha Power and Infrastructure Limited,INE0PCY01014,ST,SME
HRHNEXT,HRH Next Services Limited,INE0R3501012,ST,SME
SAIFL,Sameera Agro And Infra Limited,INE0PZA01015,ST,SME
INDIFRA,Indifra Limited,INE0PS301014,SM,SME
TECHLABS,Trident Techlabs Limited,INE0QD201012,ST,SME
SUPREMEPWR,Supreme Power Equipment Limited,INE0QHG01026,ST,SME
EFORCE,Electro Force (India) Limited,INE0Q1W01012,ST,SME
SHREEOSFM,Shree OSFM E-Mobility Limited,INE02S501018,SM,SME
SJLOGISTIC,S J Logistics (India) Limited,INE0F3301020,SM,SME
PRESSTONIC,Presstonic Engineering Limited,INE0R1601012,SM,SME
ACCENTMIC,Accent Microcell Limited,INE0Q5D01013,SM,SME
GRAPHISAD,Graphisads Limited,INE0POU01017,SM,SME
SHEETAL,Sheetal Universal Limited,INE04VX01019,ST,SME
MARINETRAN,Marinetrans India Limited,INE0P1P01017,SM,SME
CBAZAAR,Net Avenue Technologies Limited,INE518X01015,ST,SME
ROCKINGDCE,Rockingdeals Circular Economy Limited,INE0PTR01012,ST,SME
SUNREST,Sunrest Lifescience Limited,INE0PLZ01012,SM,SME
ROXHITECH,Rox Hi Tech Limited,INE0PDJ01013,ST,SME
BABAFP,Baba Food Processing (India) Limited,INE0QW501012,SM,SME
MICROPRO,Micropro Software Solutions Limited,INE0PZK01014,SM,SME
SARTELE,Sar Televenture Limited,INE0PUC01020,SM,SME
MAITREYA,Maitreya Medicare Limited,INE0PLQ01011,SM,SME
TRANSTEEL,Transteel Seating Technologies Limited,INE0NVI01020,SM,SME
SHANTHALA,Shanthala FMCG Products Limited,INE0Q9Q01017,ST,SME
